Machine Name,P29201A
12.895,2.465
12.944,2.513
12.993,2.416
13.043,2.513
13.092,2.222
13.141,1.883
13.19,1.738
13.24,1.544
13.289,1.302
13.338,0.575
13.387,0.721
13.436,1.06
13.486,1.253
13.535,1.06
13.584,0.769
13.633,0.381
13.683,-0.248
13.732,-0.878
13.781,-1.605
13.83,-1.847
13.879,-1.847
13.929,-1.847
13.978,-2.138
14.027,-2.089
14.076,-2.041
14.125,-2.186
14.175,-2.428
14.224,-2.38
14.273,-2.719
14.322,-2.719
14.372,-2.865
14.421,-2.768
14.47,-2.671
14.519,-2.719
14.568,-2.865
14.618,-3.107
14.667,-3.397
14.716,-3.882
14.765,-4.706
14.815,-5.287
14.864,-6.45
14.913,-6.837
14.962,-6.401
15.011,-5.723
15.061,-5.82
15.11,-5.674
15.159,-5.335
15.208,-5.093
15.258,-4.899
15.307,-4.996
15.356,-4.609
15.405,-4.56
15.454,-4.706
15.504,-4.802
15.553,-4.754
15.602,-4.706
15.651,-4.802
15.7,-4.899
15.75,-5.093
15.799,-4.802
15.848,-4.706
15.897,-4.754
15.947,-4.463
15.996,-3.979
16.045,-3.785
16.094,-3.785
16.143,-4.027
16.193,-4.076
16.242,-3.979
16.291,-3.785
16.34,-3.93
16.39,-3.737
16.439,-3.979
16.488,-3.737
16.537,-3.688
16.586,-3.301
16.636,-3.785
16.685,-3.688
16.734,-3.979
16.783,-4.027
16.832,-4.318
16.882,-3.882
16.931,-3.93
16.98,-3.737
17.029,-3.64
17.079,-3.882
17.128,-3.93
17.177,-3.494
17.226,-3.301
17.275,-3.204
17.325,-3.058
17.374,-3.058
17.423,-2.961
17.472,-2.816
17.522,-2.865
17.571,-2.671
17.62,-2.961
17.669,-3.058
17.718,-2.913
17.768,-2.913
17.817,-2.816
17.866,-2.671
17.915,-2.38
17.964,-2.283
18.014,-1.896
18.063,-1.605
18.112,-1.702
18.161,-1.847
18.211,-1.992
18.26,-1.508
18.309,-1.799
18.358,-2.089
18.407,-2.671
18.457,-2.138
18.506,-2.477
18.555,-2.186
18.604,-1.992
18.654,-1.702
18.703,-1.847
18.752,-1.605
18.801,-1.556
18.85,-1.508
18.9,-1.46
18.949,-0.927
18.998,-1.169
19.047,-0.733
19.096,-0.636
19.146,-0.297
19.195,-0.297
19.244,-0.055
19.293,-0.055
19.343,0.139
19.392,-0.151
19.441,0.042
19.49,0.333
19.539,0.672
19.589,0.963
19.638,0.963
19.687,1.302
19.736,1.98
19.786,2.125
19.835,2.271
19.884,2.901
19.933,2.901
19.982,2.562
20.032,1.98
20.081,1.883
20.13,2.077
20.179,1.786
20.229,1.786
20.278,1.302
20.327,1.157
20.376,0.866
20.425,1.157
20.475,1.011
20.524,0.963
20.573,0.721
20.622,0.624
20.671,0.43
20.721,0.381
20.77,-0.055
20.819,-0.103
20.868,-0.151
20.918,0.091
20.967,0.236
21.016,0.624
21.065,0.381
21.114,0.721
21.164,0.575
21.213,0.721
21.262,-1.411
21.311,-2.332
21.361,-0.636
21.41,1.253
21.459,0.769
21.508,0.478
21.557,0.285
21.607,0.624
21.656,-0.2
21.705,-1.217
21.754,-0.588
21.803,0.575
21.853,1.302
21.902,1.786
21.951,1.738
22,1.932
22.05,1.883
22.099,2.222
22.148,2.707
22.197,3.385
22.246,3.482
22.296,3.627
22.345,3.53
22.394,3.724
22.443,3.966
22.493,4.16
22.542,4.306
22.591,4.306
22.64,4.645
22.689,4.887
22.739,5.081
22.788,5.371
22.837,5.178
22.886,5.178
22.935,4.548
22.985,4.596
23.034,4.403
23.083,4.79
23.132,4.306
23.182,4.403
23.231,4.451
23.28,4.887
23.329,5.226
23.378,5.614
23.428,5.081
23.477,4.839
23.526,4.935
23.575,4.887
23.625,4.645
23.674,4.984
23.723,4.548
23.772,4.209
23.821,3.773
23.871,3.918
23.92,3.724
23.969,3.627
24.018,3.191
24.067,3.046
24.117,3.046
24.166,2.998
24.215,3.143
24.264,3.482
24.314,3.24
24.363,3.24
24.412,3.482
24.461,3.579
24.51,3.821
24.56,4.015
24.609,4.015
24.658,3.966
24.707,4.209
24.757,4.645
24.806,4.79
24.855,5.226
24.904,4.984
24.953,5.081
25.003,4.548
25.052,4.403
25.101,4.209
25.15,4.354
25.199,3.918
25.249,3.579
25.298,3.53
25.347,3.53
25.396,3.482
25.446,3.337
25.495,2.804
25.544,2.61
25.593,1.932
25.642,2.125
25.692,1.738
25.741,1.69
25.79,1.399
25.839,1.496
25.888,1.447
25.938,1.302
25.987,1.302
26.036,1.447
26.085,1.205
26.134,0.866
26.184,0.527
26.233,0.042
26.282,-0.2
26.331,-0.684
26.38,-1.217
26.43,-1.266
26.479,-1.266
26.528,-1.508
26.577,-1.944
26.627,-1.847
26.676,-2.041
26.725,-2.38
26.774,-2.186
26.823,-2.186
26.873,-2.283
26.922,-2.38
26.971,-2.332
27.02,-2.525
27.069,-2.622
27.119,-2.913
27.168,-3.107
27.217,-3.397
27.266,-3.737
27.315,-3.688
27.365,-4.124
27.414,-4.754
27.463,-6.11
27.512,-6.546
27.561,-6.546
27.611,-5.917
27.66,-6.014
27.709,-5.626
27.758,-5.287
27.807,-4.512
27.857,-4.366
27.906,-4.609
27.955,-4.512
28.004,-4.512
28.054,-4.512
28.103,-4.948
28.152,-5.141
28.201,-4.899
28.25,-4.899
28.3,-4.657
28.349,-4.609
28.398,-4.512
28.447,-4.802
28.496,-4.851
28.546,-4.754
28.595,-4.463
28.644,-4.173
28.693,-4.076
28.742,-3.833
28.792,-3.979
28.841,-3.543
28.89,-3.591
28.939,-3.64
28.988,-3.93
29.038,-3.93
29.087,-4.124
29.136,-3.979
29.185,-3.93
29.235,-3.64
29.284,-3.591
29.333,-3.785
29.382,-3.688
29.431,-3.785
29.481,-3.833
29.53,-3.93
29.579,-3.833
29.628,-4.124
29.677,-4.027
29.727,-3.737
29.776,-3.252
29.825,-3.252
29.874,-3.252
29.923,-3.204
29.973,-3.301
30.022,-3.301
30.071,-2.913
30.12,-2.913
30.169,-2.816
30.219,-2.865
30.268,-2.913
30.317,-2.913
30.366,-2.816
30.415,-2.961
30.465,-2.671
30.514,-2.768
30.563,-2.428
30.612,-1.944
30.662,-1.992
30.711,-1.702
30.76,-1.944
30.809,-1.75
30.858,-1.75
30.908,-2.041
30.957,-2.574
31.006,-2.719
31.055,-2.38
31.104,-2.283
31.154,-2.186
31.203,-1.847
31.252,-1.799
31.301,-1.75
31.35,-1.556
31.4,-1.217
31.449,-1.169
31.498,-0.975
31.547,-0.927
31.596,-0.781
31.646,-0.733
31.695,-0.345
31.744,-0.006
31.793,0.236
31.842,0.236
31.892,0.333
31.941,0.381
31.99,0.285
32.039,0.43
32.089,0.575
32.138,1.06
32.187,0.963
32.236,1.302
32.285,1.69
32.335,2.368
32.384,2.465
32.433,2.852
32.482,3.579
32.531,3.482
32.581,2.804
32.63,2.416
32.679,2.174
32.728,1.738
32.777,1.738
32.827,1.69
32.876,1.883
32.925,1.447
32.974,1.496
33.023,1.641
33.073,1.399
33.122,1.205
33.171,0.914
33.22,0.43
33.27,0.139
33.319,-0.103
33.368,0.042
33.417,-0.006
33.466,0.333
33.516,0.43
33.565,0.721
33.614,0.575
33.663,0.624
33.712,0.43
33.762,0.527
33.811,0.236
33.86,-1.556
33.909,-2.622
33.958,-0.539
34.008,1.35
34.057,1.157
34.106,0.672
34.155,0.672
34.204,0.381
34.254,-0.636
34.303,-1.653
34.352,-0.733
34.401,0.575
34.45,1.108
34.5,1.786
34.549,2.125
34.598,2.174
34.647,2.368
34.697,2.319
34.746,2.707
34.795,3.046
34.844,3.191
34.893,3.676
34.943,3.627
34.992,3.821
35.041,4.354
35.09,4.354
35.139,4.548
35.189,4.499
35.238,4.79
35.287,4.596
35.336,4.596
35.385,4.596
35.435,4.984
35.484,4.839
35.533,4.984
35.582,4.79
35.631,4.839
35.681,4.742
35.73,4.499
35.779,4.403
35.828,4.451
35.878,4.645
35.927,5.032
35.976,4.839
36.025,4.935
36.074,5.178
36.124,5.468
36.173,5.129
36.222,5.032
36.271,4.645
36.32,4.16
36.37,3.676
36.419,3.676
36.468,3.579
36.517,3.434
36.566,3.337
36.616,3.288
36.665,3.53
36.714,3.53
36.763,3.482
36.812,3.191
36.862,3.191
36.911,3.143
36.96,3.191
37.009,3.482
37.058,3.627
37.108,3.821
37.157,3.918
37.206,4.16
37.255,4.112
37.305,4.451
37.354,4.306
37.403,4.354
37.452,4.403
37.501,4.645
37.551,4.451
37.6,4.451
37.649,4.209
37.698,4.209
37.747,4.063
37.797,4.112
37.846,3.53
37.895,3.579
37.944,3.094
37.993,2.998
38.043,2.271
38.092,2.562
38.141,2.416
38.19,2.707
38.239,2.465
38.289,2.125
38.338,1.69
38.387,1.447
38.436,1.447
38.486,1.447
38.535,1.253
38.584,1.157
38.633,1.496
38.682,1.69
38.732,1.35
38.781,1.302
38.83,0.721
38.879,0.139
38.928,-0.83
38.978,-1.314
39.027,-1.363
39.076,-1.266
39.125,-1.46
39.174,-1.653
39.224,-1.75
39.273,-1.556
39.322,-1.653
39.371,-1.847
39.42,-2.283
39.47,-2.768
39.519,-2.671
39.568,-2.332
39.617,-2.283
39.666,-1.992
39.716,-2.428
39.765,-2.816
39.814,-3.349
39.863,-3.397
39.913,-3.882
39.962,-4.076
40.011,-5.335
40.06,-6.159
40.109,-6.934
40.159,-6.353
40.208,-5.723
40.257,-5.287
40.306,-5.723
40.355,-5.529
40.405,-5.093
40.454,-4.754
40.503,-4.899
40.552,-4.318
40.601,-4.512
40.651,-4.463
40.7,-4.948
40.749,-4.851
40.798,-4.996
40.847,-4.851
40.897,-5.141
40.946,-5.045
40.995,-4.851
41.044,-4.657
41.093,-4.512
41.143,-4.512
41.192,-4.124
41.241,-3.979
41.29,-3.979
41.34,-4.124
41.389,-4.318
41.438,-3.833
41.487,-4.124
41.536,-4.076
41.586,-4.076
41.635,-3.882
41.684,-3.979
41.733,-3.543
41.782,-3.93
41.832,-4.173
41.881,-4.269
41.93,-3.979
41.979,-3.737
42.028,-3.737
42.078,-3.882
42.127,-3.737
42.176,-3.833
42.225,-3.737
42.274,-3.833
42.324,-3.494
42.373,-3.543
42.422,-3.252
42.471,-3.204
42.521,-2.865
42.57,-2.913
42.619,-2.574
42.668,-2.913
42.717,-2.816
42.767,-2.913
42.816,-3.01
42.865,-3.107
42.914,-3.01
42.963,-2.913
43.013,-2.913
43.062,-2.719
43.111,-2.283
43.16,-1.944
43.209,-1.605
43.259,-1.653
43.308,-1.556
43.357,-1.799
43.406,-1.799
43.455,-1.702
43.505,-1.75
43.554,-2.38
43.603,-2.332
43.652,-1.944
43.701,-1.992
43.751,-2.041
43.8,-1.799
43.849,-2.041
43.898,-2.089
43.948,-1.75
43.997,-1.314
44.046,-1.217
44.095,-0.83
44.144,-1.072
44.194,-0.83
44.243,-0.733
44.292,-0.248
44.341,-0.055
44.39,0.139
44.44,-0.345
44.489,-0.055
44.538,0.042
44.587,0.139
44.636,0.333
44.686,0.721
44.735,0.721
44.784,0.866
44.833,1.157
44.882,1.738
44.932,2.222
44.981,2.465
45.03,2.61
45.079,3.191
45.129,3.288
45.178,2.755
45.227,2.513
45.276,2.562
45.325,2.271
45.375,2.125
45.424,1.835
45.473,1.641
45.522,1.447
45.571,1.108
45.621,1.06
45.67,1.06
45.719,1.253
45.768,1.108
45.817,0.914
45.867,0.527
45.916,0.333
45.965,-0.103
46.014,-0.006
46.063,-0.103
46.113,0.139
46.162,0.527
46.211,0.478
46.26,0.866
46.309,0.866
46.359,0.963
46.408,0.721
46.457,-1.46
46.506,-2.768
46.556,-0.781
46.605,1.06
46.654,1.108
46.703,0.527
46.752,0.624
46.802,0.381
46.851,-0.636
46.9,-1.363
46.949,-0.588
46.998,0.478
47.048,1.253
47.097,1.447
47.146,1.69
47.195,1.835
47.244,2.174
47.294,2.368
47.343,2.755
47.392,3.143
47.441,3.337
47.49,3.53
47.54,3.385
47.589,3.434
47.638,3.773
47.687,4.063
47.736,4.112
47.786,4.548
47.835,4.645
47.884,4.548
47.933,4.693
47.983,4.742
48.032,4.887
48.081,4.742
48.13,4.742
48.179,4.403
48.229,4.112
48.278,4.403
48.327,4.209
48.376,4.306
48.425,4.596
48.475,4.742
48.524,4.887
48.573,4.79
48.622,4.742
48.671,4.935
48.721,5.081
48.77,4.742
48.819,4.79
48.868,4.451
48.917,4.499
48.967,4.015
49.016,3.724
49.065,3.53
49.114,3.434
49.164,3.191
49.213,2.998
49.262,2.998
49.311,3.24
49.36,3.191
49.41,3.191
49.459,3.482
49.508,3.434
49.557,3.288
49.606,3.24
49.656,3.627
49.705,3.724
49.754,3.918
49.803,4.209
49.852,4.499
49.902,4.596
49.951,4.693
50,4.693
50.049,4.935
50.098,4.935
50.148,5.081
50.197,4.596
50.246,4.063
50.295,3.87
50.344,4.209
50.394,4.015
50.443,3.87
50.492,3.676
50.541,3.53
50.591,3.385
50.64,2.998
50.689,2.804
50.738,2.513
50.787,2.368
50.837,2.174
50.886,1.786
50.935,1.496
50.984,1.399
51.033,1.641
51.083,1.35
51.132,1.011
51.181,0.914
51.23,0.914
51.279,0.721
51.329,0.721
51.378,0.478
51.427,-0.006
51.476,-0.2
51.525,-0.684
51.575,-0.975
51.624,-1.217
51.673,-1.266
51.722,-1.556
51.772,-1.847
51.821,-1.799
51.87,-1.992
51.919,-1.896
51.968,-2.186
52.018,-2.041
52.067,-1.992
52.116,-2.186
52.165,-2.283
52.214,-2.089
52.264,-2.622
52.313,-2.768
52.362,-3.01
52.411,-2.961
52.46,-3.204
52.51,-3.01
52.559,-3.688
52.608,-4.706
52.657,-5.917
52.706,-6.304
52.756,-6.207
52.805,-5.578
52.854,-5.626
52.903,-5.529
52.952,-5.141
53.002,-4.463
53.051,-4.415
53.1,-4.269
53.149,-4.56
53.199,-4.56
53.248,-4.512
53.297,-4.754
53.346,-4.899
53.395,-4.706
53.445,-4.366
53.494,-4.754
53.543,-4.706
53.592,-4.56
53.641,-4.802
53.691,-4.851
53.74,-4.754
53.789,-4.366
53.838,-4.173
53.887,-3.64
53.937,-3.785
53.986,-3.737
54.035,-3.93
54.084,-4.027
54.133,-3.93
54.183,-4.076
54.232,-4.318
54.281,-4.318
54.33,-4.076
54.38,-3.785
54.429,-3.64
54.478,-3.349
54.527,-3.688
54.576,-3.833
54.626,-4.221
54.675,-4.366
54.724,-4.415
54.773,-3.93
54.822,-4.027
54.872,-3.882
54.921,-3.882
54.97,-3.349
55.019,-3.349
55.068,-3.107
55.118,-3.107
55.167,-3.204
55.216,-3.301
55.265,-3.107
55.314,-2.768
55.364,-2.574
55.413,-2.671
55.462,-2.719
55.511,-2.671
55.56,-2.622
55.61,-2.671
55.659,-2.283
55.708,-2.428
55.757,-2.138
55.807,-1.896
55.856,-1.556
55.905,-1.605
55.954,-1.556
56.003,-1.46
56.053,-1.411
56.102,-1.556
56.151,-2.235
56.2,-2.283
56.249,-1.896
56.299,-2.186
56.348,-2.089
56.397,-2.089
56.446,-1.556
56.495,-1.556
56.545,-0.927
56.594,-1.314
56.643,-1.217
56.692,-1.363
56.741,-1.12
56.791,-1.072
56.84,-0.491
56.889,-0.491
56.938,-0.2
56.987,-0.2
57.037,-0.006
57.086,-0.006
57.135,0.527
57.184,0.091
57.234,0.188
57.283,0.43
57.332,0.624
57.381,0.672
57.43,1.06
57.48,1.399
57.529,2.222
57.578,1.98
57.627,2.271
57.676,3.046
57.726,3.288
57.775,2.416
57.824,1.786
57.873,1.835
57.922,1.738
57.972,1.593
58.021,1.786
58.07,1.593
58.119,1.157
58.168,1.157
58.218,1.399
58.267,1.205
58.316,1.108
58.365,0.575
58.415,0.285
58.464,-0.248
58.513,-0.006
58.562,-0.006
58.611,0.285
58.661,0.042
58.71,0.139
58.759,0.236
58.808,0.43
58.857,0.43
58.907,0.817
58.956,0.575
59.005,0.381
59.054,-1.847
59.103,-2.574
59.153,-0.636
59.202,1.641
59.251,1.011
59.3,0.575
59.349,0.139
59.399,0.188
59.448,-0.733
59.497,-1.411
59.546,-0.781
59.595,0.478
59.645,1.06
59.694,1.593
59.743,1.932
59.792,2.125
59.842,1.835
59.891,2.077
59.94,2.368
59.989,2.852
60.038,3.337
60.088,4.015
60.137,3.773
60.186,3.724
60.235,4.16
60.284,4.403
60.334,4.257
60.383,4.451
60.432,4.354
60.481,4.354
60.53,4.451
60.58,4.887
60.629,5.178
60.678,5.323
60.727,4.79
60.776,4.354
60.826,4.354
60.875,4.354
60.924,4.16
60.973,4.16
61.023,3.821
61.072,4.306
61.121,4.451
61.17,4.935
61.219,4.742
61.269,5.226
61.318,5.081
61.367,4.839
61.416,4.257
61.465,4.257
61.515,3.966
61.564,3.676
61.613,3.288
61.662,3.288
61.711,3.288
61.761,3.434
61.81,3.337
61.859,3.53
61.908,3.143
61.957,3.143
62.007,2.949
62.056,2.998
62.105,2.901
62.154,3.094
62.203,3.337
62.253,3.482
62.302,3.821
62.351,4.16
62.4,4.257
62.45,4.354
62.499,4.257
62.548,4.16
62.597,4.306
62.646,4.354
62.696,4.742
62.745,4.742
62.794,4.403
62.843,4.112
62.892,3.966
62.942,4.354
62.991,4.112
63.04,3.627
63.089,3.046
63.138,2.901
63.188,2.513
63.237,2.658
63.286,2.513
63.335,2.513
63.385,2.416
63.434,2.125
63.483,1.883
63.532,1.496
63.581,1.35
63.631,1.544
63.68,1.108
63.729,0.914
63.778,0.866
63.828,1.205
63.877,1.35
63.926,1.302
63.975,0.817
64.024,0.139
64.074,-0.2
64.123,-0.878
64.172,-1.556
64.221,-1.605
64.27,-1.556
64.32,-1.944
64.369,-1.896
64.418,-1.896
64.467,-1.847
64.517,-2.089
64.566,-2.186
64.615,-2.477
64.664,-2.525
64.713,-2.574
64.763,-2.38
64.812,-2.477
64.861,-2.525
64.91,-2.719
64.96,-2.865
65.009,-3.301
65.058,-3.737
65.107,-3.833
65.156,-4.463
65.206,-5.238
65.255,-6.014
65.304,-6.595
65.353,-6.304
65.402,-5.771
65.452,-5.771
65.501,-6.014
65.55,-5.771
65.599,-4.996
65.649,-4.706
65.698,-4.366
65.747,-4.366
65.796,-4.269
65.845,-4.512
65.895,-4.754
65.944,-5.045
65.993,-4.948
66.042,-5.093
66.092,-5.287
66.141,-4.754
66.19,-4.657
66.239,-4.512
66.288,-4.512
66.338,-4.415
66.387,-4.269
66.436,-4.076
66.485,-4.124
66.534,-4.609
66.584,-4.609
66.633,-4.269
66.682,-4.124
66.731,-3.688
66.781,-3.785
66.83,-3.785
66.879,-4.124
66.928,-4.027
66.977,-4.173
67.027,-3.882
67.076,-4.076
67.125,-3.93
67.174,-3.882
67.224,-4.027
67.273,-4.027
67.322,-3.591
67.371,-3.446
67.42,-3.833
67.47,-4.027
67.519,-3.979
67.568,-3.737
67.617,-3.397
67.666,-3.107
67.716,-3.204
67.765,-2.961
67.814,-2.961
67.863,-3.058
67.913,-3.01
67.962,-3.155
68.011,-2.961
68.06,-2.961
68.109,-2.961
68.159,-2.913
68.208,-2.816
68.257,-2.477
68.306,-2.38
68.356,-2.089
68.405,-1.75
68.454,-1.702
68.503,-1.46
68.552,-1.75
68.602,-2.041
68.651,-1.702
68.7,-1.75
68.749,-2.428
68.799,-2.38
68.848,-2.428
68.897,-2.283
68.946,-2.477
68.995,-1.944
69.045,-1.896
69.094,-1.799
69.143,-1.702
69.192,-1.363
69.241,-1.266
69.291,-1.023
69.34,-0.975
69.389,-0.684
69.438,-0.636
69.488,-0.394
69.537,-0.151
69.586,-0.151
69.635,-0.297
69.684,0.139
69.734,0.333
69.783,0.285
69.832,0.236
69.881,0.527
69.931,0.866
69.98,0.866
70.029,1.06
70.078,1.399
70.127,2.077
70.177,2.368
70.226,2.562
70.275,3.337
70.324,3.337
70.373,2.513
70.423,2.416
70.472,2.077
70.521,1.738
70.57,1.544
70.62,1.302
70.669,1.205
70.718,0.963
70.767,1.108
70.816,1.205
70.866,1.205
70.915,1.108
70.964,0.963
71.013,0.624
71.063,0.381
71.112,0.139
71.161,-0.248
71.21,-0.297
71.259,-0.297
71.309,-0.151
71.358,0.43
71.407,0.624
71.456,1.06
71.505,0.624
71.555,0.721
71.604,0.333
71.653,-1.508
71.702,-3.058
71.752,-0.927
71.801,1.011
71.85,0.914
71.899,0.43
71.948,0.672
71.998,0.624
72.047,-0.297
72.096,-1.12
72.145,-0.636
72.195,0.285
72.244,0.963
72.293,1.302
72.342,1.641
72.391,1.786
72.441,2.125
72.49,2.562
72.539,2.998
72.588,3.24
72.637,3.288
72.687,3.385
72.736,3.191
72.785,3.24
72.834,4.015
72.884,4.16
72.933,4.209
72.982,4.596
73.031,4.693
73.08,4.79
73.13,4.935
73.179,4.79
73.228,4.693
73.277,4.596
73.327,4.596
73.376,4.209
73.425,4.645
73.474,4.548
73.523,4.839
73.573,4.354
73.622,4.693
73.671,4.79
73.72,5.275
73.769,5.032
73.819,5.178
73.868,5.081
73.917,5.226
73.966,5.032
74.016,5.275
74.065,5.032
74.114,4.596
74.163,4.063
74.212,3.966
74.262,3.53
74.311,3.676
74.36,3.288
74.409,3.143
74.459,3.046
74.508,3.385
74.557,3.579
74.606,3.676
74.655,3.579
74.705,3.627
74.754,3.482
74.803,3.53
74.852,3.821
74.902,4.015
74.951,4.015
75,4.354
75.049,4.548
75.098,4.596
75.148,4.645
75.197,5.129
75.246,5.032
75.295,4.887
75.344,4.499
75.394,4.451
75.443,4.112
75.492,4.354
75.541,4.16
75.591,4.451
75.64,3.773
75.689,3.676
75.738,3.87
75.787,3.53
75.837,3.094
75.886,2.852
75.935,2.368
75.984,2.416
76.034,2.077
76.083,2.368
76.132,1.544
76.181,1.69
76.23,1.641
76.28,1.544
76.329,0.963
76.378,1.011
76.427,0.914
76.476,1.011
76.526,0.769
76.575,0.575
76.624,0.527
76.673,0.042
76.723,-0.588
76.772,-1.217
76.821,-1.653
76.87,-1.508
76.919,-1.605
76.969,-1.847
77.018,-2.089
77.067,-1.896
77.116,-1.992
77.166,-1.992
77.215,-1.992
77.264,-1.992
77.313,-2.428
77.362,-2.477
77.412,-2.477
77.461,-2.525
77.51,-2.719
77.559,-2.719
77.608,-3.058
77.658,-3.252
77.707,-3.494
77.756,-3.833
77.805,-4.851
77.855,-5.917
77.904,-6.886
77.953,-6.498
78.002,-6.11
78.051,-5.723
78.101,-5.723
78.15,-4.802
78.199,-4.754
78.248,-4.56
78.298,-4.851
78.347,-4.802
78.396,-4.754
78.445,-4.754
78.494,-5.045
78.544,-5.045
78.593,-4.948
78.642,-4.657
78.691,-4.899
78.74,-4.754
78.79,-4.899
78.839,-5.045
78.888,-5.335
78.937,-4.754
78.987,-4.415
79.036,-3.882
79.085,-3.882
79.134,-3.882
79.183,-3.833
79.233,-3.833
79.282,-3.785
79.331,-3.979
79.38,-4.221
79.43,-4.56
79.479,-4.366
79.528,-4.027
79.577,-3.737
79.626,-3.494
79.676,-3.688
79.725,-3.93
79.774,-4.124
79.823,-4.124
79.872,-4.318
79.922,-4.076
79.971,-4.124
80.02,-4.124
80.069,-4.027
